0.0	30.303160	-97.735518	1.500000
1.0	30.303160	-97.735518	1.500000
2.0	30.303160	-97.735518	1.500000
3.0	30.303160	-97.735518	1.500000
4.0	30.303160	-97.735518	1.500000
5.0	30.303160	-97.735518	1.500000
6.0	30.303160	-97.735518	1.500000
7.0	30.303160	-97.735518	1.500000
8.0	30.303160	-97.735518	1.500000
9.0	30.303160	-97.735518	1.500000
10.0	30.303160	-97.735518	1.500000
11.0	30.303160	-97.735518	1.500000
12.0	30.303160	-97.735518	1.500000
13.0	30.303160	-97.735518	1.500000
14.0	30.303160	-97.735518	1.500000
15.0	30.303167	-97.735513	1.500000
16.0	30.303175	-97.735508	1.500000
17.0	30.303183	-97.735503	1.500000
18.0	30.303191	-97.735498	1.500000
19.0	30.303199	-97.735493	1.500000
20.0	30.303207	-97.735488	1.500000
21.0	30.303214	-97.735483	1.500000
22.0	30.303222	-97.735479	1.500000
23.0	30.303230	-97.735474	1.500000
24.0	30.303238	-97.735469	1.500000
25.0	30.303246	-97.735464	1.500000
26.0	30.303253	-97.735459	1.500000
27.0	30.303261	-97.735454	1.500000
28.0	30.303269	-97.735449	1.500000
29.0	30.303277	-97.735444	1.500000
30.0	30.303285	-97.735440	1.500000
31.0	30.303292	-97.735435	1.500000
32.0	30.303300	-97.735430	1.500000
33.0	30.303308	-97.735425	1.500000
34.0	30.303316	-97.735420	1.500000
35.0	30.303324	-97.735415	1.500000
36.0	30.303332	-97.735410	1.500000
37.0	30.303339	-97.735405	1.500000
38.0	30.303347	-97.735401	1.500000
39.0	30.303355	-97.735396	1.500000
40.0	30.303363	-97.735391	1.500000
41.0	30.303371	-97.735386	1.500000
42.0	30.303378	-97.735381	1.500000
43.0	30.303386	-97.735376	1.500000
44.0	30.303394	-97.735371	1.500000
45.0	30.303402	-97.735366	1.500000
46.0	30.303410	-97.735362	1.500000
47.0	30.303418	-97.735357	1.500000
48.0	30.303425	-97.735352	1.500000
49.0	30.303433	-97.735347	1.500000
50.0	30.303441	-97.735342	1.500000
51.0	30.303449	-97.735337	1.500000
52.0	30.303457	-97.735332	1.500000
53.0	30.303464	-97.735327	1.500000
54.0	30.303472	-97.735323	1.500000
55.0	30.303480	-97.735318	1.500000
56.0	30.303488	-97.735313	1.500000
57.0	30.303496	-97.735308	1.500000
58.0	30.303504	-97.735303	1.500000
59.0	30.303511	-97.735298	1.500000
60.0	30.303519	-97.735293	1.500000
61.0	30.303527	-97.735288	1.500000
62.0	30.303535	-97.735284	1.500000
63.0	30.303543	-97.735279	1.500000
64.0	30.303550	-97.735274	1.500000
65.0	30.303558	-97.735269	1.500000
66.0	30.303566	-97.735264	1.500000
67.0	30.303574	-97.735259	1.500000
68.0	30.303582	-97.735254	1.500000
69.0	30.303590	-97.735250	1.500000
70.0	30.303597	-97.735245	1.500000
71.0	30.303605	-97.735240	1.500000
72.0	30.303613	-97.735235	1.500000
73.0	30.303621	-97.735230	1.500000
74.0	30.303629	-97.735225	1.500000
75.0	30.303636	-97.735220	1.500000
76.0	30.303644	-97.735215	1.500000
77.0	30.303652	-97.735211	1.500000
78.0	30.303660	-97.735206	1.500000
79.0	30.303668	-97.735201	1.500000
80.0	30.303676	-97.735196	1.500000
81.0	30.303683	-97.735191	1.500000
82.0	30.303691	-97.735186	1.500000
83.0	30.303699	-97.735181	1.500000
84.0	30.303707	-97.735176	1.500000
85.0	30.303715	-97.735172	1.500000
86.0	30.303722	-97.735167	1.500000
87.0	30.303730	-97.735162	1.500000
88.0	30.303738	-97.735157	1.500000
89.0	30.303746	-97.735152	1.500000
90.0	30.303754	-97.735147	1.500000
91.0	30.303761	-97.735142	1.500000
92.0	30.303769	-97.735137	1.500000
93.0	30.303777	-97.735133	1.500000
94.0	30.303785	-97.735128	1.500000
95.0	30.303793	-97.735123	1.500000
96.0	30.303801	-97.735118	1.500000
97.0	30.303808	-97.735113	1.500000
98.0	30.303816	-97.735108	1.500000
99.0	30.303824	-97.735103	1.500000
100.0	30.303832	-97.735098	1.500000
101.0	30.303840	-97.735094	1.500000
102.0	30.303847	-97.735089	1.500000
103.0	30.303855	-97.735084	1.500000
104.0	30.303863	-97.735079	1.500000
